location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_autoimmune_disease,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_chest_pain,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_knee_pain,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_panic_attack,search_trends_paresthesia,search_trends_perspiration,search_trends_psychosis,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_SC_45043,2021-09-05,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,8273,154,0,27945,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,48,11,,-5,1,2.31,5.42,6.58,5.65,16.15,,7.5,6.58,2.42,3.11,2.42,4.73,2.42,2.65,3.35,2.19,3.35,2.08,1.73,12.57,4.73,6.8,2.77,,3.92,3.35,7.73,5.19,2.19,3.46,2.88,6.23,4.84,3.23,4.27,3.81,1.96,4.38,2.08,3.23,9.46,2.08,22.84,7.73,3.46,11.88,,,2.88,4.38,3.11,1.85,4.5,43.48,,2.08,,,3.58,2.77,5.08,11.19,1.96,,3.23,3.58,7.84,4.73,4.73,2.19,4.27,3.11,2.19,22.925926,16.932099,29.271605,0.0,17.493056,71.77189
US_SC_45043,2021-09-06,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,163,1,8436,155,0,27945,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,5,-9,,-57,13,2.29,6.77,7.8,5.85,16.17,1.83,7.46,6.65,2.75,3.21,,5.28,4.59,1.83,4.36,3.56,2.06,1.95,2.52,12.96,4.82,6.31,2.98,2.98,3.79,3.44,9.29,5.62,2.98,2.75,3.1,5.16,5.39,2.52,3.21,4.13,2.64,4.01,3.21,2.18,7.91,,23.28,7.0,4.13,11.93,2.52,3.1,4.47,4.24,2.75,2.18,5.16,43.24,,2.18,2.06,,1.95,3.9,5.16,9.29,,,2.29,2.75,7.22,5.16,4.47,2.18,2.64,3.56,3.44,25.283951,19.808642,31.481481,0.0,20.854167,76.816152
US_SC_45043,2021-09-07,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,12,0,8448,155,235,28180,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,10,-5,53,-22,4,2.08,5.1,6.77,4.68,17.8,4.58,9.79,8.22,2.29,3.96,1.77,5.1,5.21,2.71,4.68,2.4,2.81,3.33,2.71,11.04,4.79,6.66,3.64,4.06,4.06,3.02,10.1,5.1,3.02,2.19,3.85,5.93,7.18,,5.41,4.37,3.44,4.79,4.16,3.54,8.85,3.64,28.42,8.12,4.48,9.16,2.5,3.96,3.12,3.64,3.23,2.92,6.77,42.58,2.19,2.71,2.19,1.46,2.71,2.71,4.58,9.06,2.08,2.08,1.56,3.96,8.33,5.52,5.73,1.67,2.92,1.67,2.4,25.506173,22.475309,30.475309,0.254,22.895833,85.923478
US_SC_45043,2021-09-08,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,22,0,8470,155,29,28209,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,10,-2,49,-13,5,1.49,3.5,8.39,4.25,13.8,3.29,6.69,6.48,2.44,3.82,1.8,5.42,3.08,3.61,4.78,2.12,,3.61,2.23,11.89,2.87,6.37,3.61,2.65,4.78,1.8,9.45,4.25,1.49,2.65,2.87,5.95,4.25,2.23,5.2,4.35,1.49,4.99,3.82,2.87,10.72,,28.46,6.8,3.72,8.71,,2.65,5.63,5.63,3.93,2.44,5.84,40.35,,,,,2.23,2.76,4.78,6.9,2.23,2.02,1.59,3.4,7.86,4.99,6.48,2.34,4.14,2.55,2.23,25.703704,22.216049,30.54321,0.0635,23.763889,89.463361
US_SC_45043,2021-09-09,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,27,0,8497,155,113,28322,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,2,-9,29,-18,6,1.98,4.68,6.55,4.37,12.69,3.64,7.91,8.64,3.23,3.23,,6.97,4.27,2.29,3.85,1.67,1.56,3.02,1.98,11.86,4.37,4.89,2.71,3.54,3.54,2.29,11.34,4.68,1.87,2.71,3.33,6.04,3.64,1.67,6.24,3.23,2.91,4.79,4.06,3.64,10.61,1.87,29.45,8.32,4.99,9.16,2.08,2.81,3.75,5.72,3.02,1.87,5.62,45.99,,3.23,1.67,1.77,2.39,3.12,4.99,8.53,1.56,2.39,2.08,2.6,5.51,5.2,5.41,1.98,2.5,3.02,3.23,23.092593,21.246914,27.660494,5.2705,21.854167,92.831092
US_SC_45043,2021-09-10,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,62,0,8559,155,95,28417,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,18,-2,81,-12,1,2.1,5.09,6.31,3.87,12.84,2.44,5.98,5.75,2.66,3.21,,6.42,3.32,2.54,3.32,1.77,1.99,2.88,1.66,12.51,4.76,7.64,3.76,3.1,3.54,,8.41,6.53,,2.21,2.88,3.65,2.88,2.32,3.76,3.87,,5.09,1.55,3.21,8.96,2.1,25.79,8.41,3.1,6.42,1.88,3.76,2.77,4.54,3.32,2.1,5.42,39.07,,,3.1,1.55,1.99,2.66,3.98,6.09,,2.44,,3.1,6.2,4.87,5.42,2.44,2.21,2.32,,21.895062,17.524691,26.709877,9.30275,17.479167,76.159986
US_SC_45043,2021-09-11,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,8559,155,90,28507,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,15,2,132,-7,2,2.07,5.18,6.21,3.88,15.67,,6.47,6.21,3.11,3.37,1.81,6.6,3.5,3.24,4.53,2.59,2.46,2.33,,10.62,4.14,6.86,4.01,1.81,4.14,2.2,7.64,5.18,,2.2,2.85,4.01,3.37,2.33,3.88,4.92,1.81,5.83,4.01,1.81,7.51,2.72,21.88,5.44,3.88,7.12,,2.98,2.59,4.53,2.46,2.46,4.14,41.69,,1.94,,2.2,2.33,,4.92,8.68,2.46,2.07,2.46,2.07,6.6,3.88,5.05,1.94,1.81,4.4,,21.074074,15.679012,27.351852,0.028222,16.055556,73.422408
US_SC_45043,2021-09-12,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,8559,155,193,28700,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,22,2,,-1,1,1.73,5.07,8.04,4.08,15.96,2.6,9.03,6.06,2.72,2.23,2.23,6.56,5.57,2.23,2.47,,,2.85,1.73,13.24,3.83,7.92,2.47,4.21,4.08,,8.54,4.58,2.1,2.6,4.58,5.57,3.83,,4.08,4.45,3.96,4.08,4.21,2.23,7.92,2.72,27.22,4.08,3.09,10.76,,4.33,3.71,4.45,3.09,3.09,4.58,39.47,2.6,4.45,2.6,1.73,2.23,3.34,3.46,10.89,,2.6,,3.59,7.55,4.95,5.57,2.6,4.7,3.22,,21.580247,15.444444,28.753086,0.0,16.486111,73.077775
US_SC_45043,2021-09-13,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,183,3,8742,158,0,28700,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,14,0,,-17,2,1.72,4.73,6.35,5.38,13.45,2.47,7.1,7.53,2.69,3.33,2.26,5.38,3.23,2.04,5.27,,2.58,2.15,1.83,10.01,3.12,7.1,4.2,3.55,2.9,3.12,9.25,4.84,2.15,3.12,3.44,4.41,6.24,2.47,5.16,2.26,,5.59,4.52,3.66,11.19,2.69,28.4,7.96,4.3,9.04,1.94,2.9,3.12,5.27,,1.72,5.59,41.52,2.04,2.04,2.04,,2.69,3.23,5.16,8.71,,1.94,,2.58,6.78,4.41,3.77,,2.9,3.55,2.69,23.265432,17.561728,29.561728,0.0,19.027778,77.598156
US_SC_45043,2021-09-14,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,21,0,8763,158,75,28775,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,15,-3,,-19,3,2.7,6.16,8.75,10.15,12.85,3.24,7.24,6.16,2.92,4.54,1.73,8.64,4.21,2.38,3.13,,1.73,3.02,,11.34,4.32,7.45,1.94,2.27,3.46,2.05,12.1,5.18,1.62,3.67,2.92,5.51,4.32,2.48,4.64,1.51,2.16,4.97,3.24,4.0,9.07,2.38,29.59,7.24,3.67,8.64,1.62,4.1,6.48,5.08,3.78,2.05,6.7,42.22,1.73,1.62,2.16,2.48,2.7,2.48,5.18,8.42,2.48,1.51,1.84,2.92,7.24,6.37,5.51,3.35,3.24,3.56,1.62,24.401235,19.339506,29.462963,0.0,21.625,84.770587
US_SC_45043,2021-09-15,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,16,0,8779,158,124,28899,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,17,-2,68,-16,4,2.75,4.84,6.5,7.49,14.21,2.86,7.16,8.48,3.3,4.96,1.76,4.62,4.74,1.54,3.74,1.54,2.64,3.63,,10.02,4.51,6.94,2.42,3.19,5.95,2.2,13.65,4.51,1.65,2.42,3.52,4.07,3.74,1.98,3.63,2.31,2.75,4.62,4.41,2.64,8.7,1.65,27.09,7.71,3.85,9.91,2.2,1.87,3.85,4.62,2.64,2.97,6.94,39.31,,2.31,2.86,2.42,2.64,1.54,4.62,8.04,,2.75,1.87,3.19,6.72,8.15,6.72,2.75,3.85,3.3,1.76,25.17284,20.790123,29.617284,0.0,22.5625,85.716386
US_SC_45043,2021-09-16,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,51,0,8830,158,115,29014,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,19,-3,,-17,2,2.28,4.89,7.61,4.02,14.68,2.17,6.42,6.31,2.5,2.28,2.5,8.27,4.57,3.37,4.13,1.74,3.04,3.04,,11.2,4.46,7.29,3.26,4.68,5.11,2.5,10.88,5.22,1.96,3.15,3.04,6.09,4.13,1.85,5.22,3.7,2.28,6.42,3.04,3.48,10.98,3.37,30.34,6.74,3.15,8.16,3.48,3.81,5.66,5.0,2.61,,3.92,43.94,,2.17,2.61,1.63,,2.39,2.94,7.5,2.17,2.5,2.72,2.94,7.18,3.81,6.53,2.39,1.96,,2.5,25.117284,21.944444,29.888889,0.0,22.347222,84.902303
US_SC_45043,2021-09-17,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,77,0,8907,158,96,29110,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,14,-7,75,-14,1,2.19,3.29,7.13,6.14,13.6,4.5,6.47,7.57,2.96,3.29,,5.92,2.96,,5.26,2.41,2.96,2.3,2.52,10.97,4.5,5.59,1.97,3.62,3.84,3.84,9.1,5.49,1.54,3.29,3.51,4.5,4.06,3.18,3.4,3.51,,4.17,2.85,2.41,8.78,1.75,28.3,8.12,3.51,6.91,1.54,3.51,4.72,4.5,2.63,2.41,4.72,39.38,,2.41,,1.97,,1.97,2.74,8.12,1.75,,,2.96,6.47,5.26,5.92,2.52,2.96,,2.08,24.981481,22.148148,29.222222,0.0,22.701389,87.495935
US_SC_45043,2021-09-18,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,8907,158,117,29227,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,20,4,115,-11,1,,5.12,6.75,6.0,13.87,2.0,5.5,7.0,2.12,3.75,,6.25,5.0,1.87,2.75,2.25,2.25,3.12,,8.99,3.62,6.37,3.25,2.5,2.0,2.25,7.75,2.87,2.25,2.5,2.12,5.25,4.5,2.0,4.87,4.75,2.37,5.62,3.0,2.37,7.0,,22.11,4.12,4.25,9.37,2.0,2.5,3.75,4.0,1.75,1.75,4.12,40.85,,3.0,2.0,1.75,,,3.37,7.12,,2.75,,,6.5,3.75,5.12,2.5,3.12,,2.37,24.790123,21.530864,29.222222,0.127,22.4375,86.952887
US_SC_45043,2021-09-19,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,8907,158,147,29374,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,21,4,,-9,2,2.91,5.46,9.58,5.46,16.12,1.7,7.4,7.15,2.55,1.94,,4.85,3.52,,3.52,,3.15,3.64,1.94,14.55,5.09,6.91,4.61,3.27,2.91,2.3,10.79,5.33,2.55,2.06,3.03,5.21,4.12,3.15,4.85,6.67,2.91,5.09,1.7,4.49,7.76,1.82,22.31,6.67,3.76,8.97,,4.12,3.76,3.64,3.88,2.06,4.61,40.98,2.18,2.42,,2.18,2.55,3.27,4.85,8.12,1.94,,2.91,,6.43,4.37,5.09,3.76,3.4,2.3,2.55,24.580247,20.962963,28.808642,0.0,21.826389,84.786455
US_SC_45043,2021-09-20,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,126,0,9033,158,110,29484,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,13,-1,,-18,3,2.68,4.4,6.97,4.61,14.37,3.0,8.37,7.62,2.79,2.36,2.15,6.11,3.0,2.36,4.5,2.47,2.47,4.4,1.93,11.26,3.65,7.62,2.79,3.11,3.43,2.04,10.4,3.33,2.25,3.0,4.5,4.5,4.5,,5.04,3.97,3.43,7.08,3.33,4.18,10.08,2.04,27.89,7.4,2.79,9.33,2.25,2.47,5.26,5.58,2.25,2.79,6.01,40.76,,2.47,2.25,,1.93,2.36,4.5,9.33,1.61,2.57,2.04,3.11,7.72,4.4,5.58,2.79,3.0,3.97,2.9,25.530864,22.537037,28.228395,0.211667,22.305556,83.1728
US_SC_45043,2021-09-21,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,22,0,9055,158,31,29515,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,8,-9,24,-19,5,2.75,4.4,5.93,5.93,16.05,2.86,8.02,5.5,2.31,4.4,2.42,6.7,5.17,,4.4,1.54,2.09,3.74,,11.65,3.63,7.03,2.97,3.85,4.29,2.09,10.0,3.3,,2.97,4.29,4.4,3.19,1.76,4.18,6.48,2.53,4.51,4.18,2.64,9.23,2.86,27.48,8.24,4.29,7.91,1.54,3.85,5.28,5.28,1.87,1.76,3.63,42.53,,,3.08,1.76,2.2,1.98,4.4,8.24,1.98,1.65,2.42,2.64,6.7,5.61,5.05,3.41,1.65,2.75,2.2,24.419753,22.685185,27.54321,13.081,22.986111,91.769563
US_SC_45043,2021-09-22,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,26,0,9081,158,119,29634,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,12,-2,32,-10,5,2.83,5.77,7.81,4.42,13.59,3.4,8.94,7.92,2.94,3.51,1.93,6.23,2.72,2.26,4.64,2.15,,3.4,2.72,9.74,2.94,6.34,2.49,2.72,3.96,2.15,12.23,4.98,3.62,3.62,3.85,5.09,4.87,1.81,4.42,5.32,1.7,4.53,2.72,2.6,10.64,2.26,27.85,8.94,3.62,8.27,,3.06,3.62,5.21,3.28,1.93,6.79,41.1,1.58,2.49,2.6,,2.04,2.04,4.98,8.04,1.81,3.85,2.6,3.28,6.34,6.45,3.74,3.06,2.6,2.72,1.7,25.567901,22.765432,29.265432,3.8735,23.680556,89.521047
US_SC_45043,2021-09-23,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,38,0,9119,158,86,29720,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,16,-4,,-13,2,2.76,4.49,7.25,5.3,11.74,3.22,7.83,5.99,2.07,4.03,,5.41,3.8,2.19,3.34,2.19,2.3,2.99,2.53,11.17,3.92,6.33,4.95,2.42,4.38,2.88,11.17,4.72,2.3,3.57,3.92,4.26,2.88,1.73,5.07,5.53,,5.53,3.34,2.99,10.13,2.65,25.33,5.53,4.03,8.52,1.61,,4.38,4.95,2.99,2.42,4.95,40.18,2.3,2.42,1.61,1.73,1.61,2.19,4.14,6.45,1.96,2.42,2.3,2.19,5.41,5.87,5.76,,2.19,2.65,3.45,22.969136,18.141975,26.703704,7.7724,18.819444,77.944762
US_SC_45043,2021-09-24,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,40,1,9159,159,60,29780,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,16,-5,126,-9,1,,4.39,6.19,5.86,12.16,3.27,8.22,5.97,2.59,4.62,,5.41,5.18,2.25,3.38,1.8,3.04,3.6,,9.23,3.72,5.74,2.03,3.04,2.7,1.58,10.59,3.04,,2.37,4.39,3.83,3.49,,4.62,3.49,,5.07,1.8,2.37,8.9,,25.34,7.32,4.5,6.98,1.58,2.48,4.28,4.5,3.15,2.48,4.62,36.6,1.8,1.69,,,3.6,2.37,4.17,6.42,2.81,2.37,2.25,2.25,5.29,6.98,4.96,1.8,2.7,1.8,,19.0,14.012346,25.302469,0.141111,12.166667,64.724205
US_SC_45043,2021-09-25,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,9159,159,75,29855,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,19,-1,,-6,0,,5.73,5.98,5.47,15.27,3.31,6.24,5.73,,3.18,,5.22,4.71,,3.06,2.42,2.67,2.04,,10.31,2.93,5.73,1.78,2.16,3.44,1.78,6.87,3.82,2.67,,3.82,5.86,3.82,,4.46,4.33,,4.58,2.8,3.44,7.89,,18.07,5.6,3.31,6.36,,2.29,3.18,3.44,2.93,2.29,3.94,35.64,,2.67,1.78,,1.78,2.16,4.71,6.11,2.42,1.91,2.16,1.91,6.49,2.54,4.84,,2.04,3.69,1.91,18.469136,12.54321,25.691358,0.0,12.777778,69.7369
US_SC_45043,2021-09-26,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,9159,159,95,29950,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,27,2,,-5,1,2.11,4.97,8.2,5.34,12.55,1.99,6.96,5.72,,3.73,2.73,5.22,1.99,2.11,3.36,,,3.36,2.61,9.45,4.35,4.85,2.24,2.36,2.73,,8.82,5.1,2.49,1.86,2.86,3.85,4.1,1.99,3.6,4.23,3.11,4.6,2.36,3.98,7.71,2.36,22.37,5.72,3.11,9.07,,2.86,4.85,3.85,2.49,,3.73,40.52,,,,,,,4.23,7.71,2.24,2.86,2.61,4.1,7.21,3.98,5.47,2.49,2.61,2.61,2.98,18.864198,13.104938,26.271605,0.0,13.791667,73.031642
US_SC_45043,2021-09-27,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,90,3,9249,162,73,30023,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,13,-4,,-12,2,2.15,4.83,6.12,5.15,14.49,3.11,7.3,7.41,3.87,3.44,3.44,6.87,4.08,3.01,2.9,,2.36,1.61,2.04,10.41,3.87,7.94,4.08,1.61,3.65,2.15,11.7,5.58,,3.11,3.33,4.29,2.9,2.9,3.87,3.33,2.58,4.4,3.44,3.22,10.63,1.82,24.37,5.47,3.44,7.94,2.58,1.93,3.33,4.83,2.47,3.11,6.87,43.37,1.72,,,,2.04,2.36,3.76,5.8,2.47,1.82,2.47,1.93,6.66,5.69,4.51,1.61,3.54,4.62,2.58,20.839506,14.419753,27.950617,0.0,16.145833,74.632565
US_SC_45043,2021-09-28,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,16,0,9265,162,0,30023,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,14,-6,,-16,3,3.23,5.28,8.84,4.74,14.12,2.91,7.22,7.22,1.94,4.42,,4.74,3.56,2.59,3.77,,2.05,2.8,1.62,9.7,4.2,7.44,3.45,2.48,3.88,2.26,9.59,4.96,,3.13,3.34,5.17,3.34,1.62,3.88,3.67,,5.07,3.99,2.26,11.86,2.59,26.52,8.19,4.85,9.49,1.94,3.13,4.74,4.2,3.13,1.73,6.04,43.01,,1.83,1.73,,2.37,2.91,4.2,7.65,,2.59,2.91,3.99,7.87,4.31,5.82,3.67,1.83,3.45,1.62,22.320988,16.425926,28.450617,0.0,17.486111,74.151706
US_SC_45043,2021-09-29,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,15,0,9280,162,81,30104,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,15,-1,,-10,2,2.6,6.34,7.24,5.32,12.45,2.49,8.6,8.38,1.81,4.64,2.26,6.22,2.94,2.49,4.53,1.58,1.7,3.17,1.58,8.26,3.4,6.57,3.96,5.43,4.08,2.94,10.64,7.02,1.81,2.38,3.28,5.55,4.53,2.38,3.96,4.87,1.81,4.08,2.83,3.28,11.54,2.49,26.15,8.15,3.73,7.36,1.81,2.72,3.4,3.28,3.51,3.28,4.87,43.8,1.92,,1.7,,2.38,1.7,5.66,7.47,,3.96,2.6,3.62,5.21,4.53,4.19,2.72,2.94,1.7,1.7,23.191358,17.919753,30.030864,0.0,18.409722,74.671791
US_SC_45043,2021-09-30,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,37,0,9317,162,49,30153,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,15,-3,,-12,2,1.81,4.52,7.0,4.4,14.11,2.03,6.89,5.53,2.6,3.5,3.39,6.55,1.92,1.58,3.5,1.92,2.48,3.39,2.48,8.8,3.16,7.0,3.39,4.74,4.06,2.94,11.74,5.31,2.03,4.06,3.95,5.87,4.06,,4.18,2.6,,4.85,3.16,3.05,10.5,2.71,30.37,6.77,2.71,6.89,2.26,4.97,4.18,5.53,3.16,2.71,5.31,39.28,1.92,,2.6,,3.84,,4.63,7.9,,,,3.39,5.19,6.1,4.63,3.16,2.71,2.71,1.58,23.191358,18.623457,29.5,2.939143,20.298611,84.420653
US_SC_45043,2021-10-01,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,58,2,9375,164,24,30177,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,19,4,79,-9,0,,3.78,6.12,2.56,11.46,2.56,7.57,6.9,1.67,3.9,,6.34,2.89,1.67,3.12,2.11,,1.78,,7.46,2.89,4.01,2.89,3.45,3.78,1.67,8.46,2.67,1.67,2.89,3.0,5.9,4.45,,3.78,4.79,3.12,2.67,2.67,2.89,10.13,2.56,21.25,7.23,2.78,8.35,2.34,3.34,4.45,3.45,1.67,1.89,3.56,37.95,,2.45,1.78,2.23,1.78,2.23,4.12,6.01,1.67,2.0,1.78,3.0,7.79,5.34,4.12,2.56,2.34,3.78,1.78,22.808642,19.006173,27.382716,0.028222,18.881944,79.028921
